Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Muhammad Akram Hamzah, Nur Mustika, Mahmud Mustapa, Ummiati Rahmah",Application of Boarding House Rental Location Search System Based on Android,2022,Ceddi Journal of Information System and Technology (JST),Yayasan Cendekiawan Inovasi Digital Indonesia,https://doi.org/10.56134/jst.v1i2.23,,116,2026-05-27 21:00:15,journal-article,10.56134/jst.v1i2.23,2829-6575,,1,2,30,36,0,0.00,0,4,4,"Boarding houses have become a fairly important need for many people, especially for students studying outside the area who choose boarding houses as temporary housing, and students whose homes may be quite far from the campus where they study by renting boarding houses near their campus so as not to spend a lot of energy and time traveling. The boarding house route search information system has benefits for users who will search for the nearest boarding house from various features such as finding boarding house routes and viewing detailed boarding house information. ease of boarding house owners to manage data allows information to be continuously updated. This study aims to create an android-based boarding house location information system. The research stage starts from the design of a system that has been built using a Use Case Diagram that has three actors including admin, boarding house owner, and tenant/user. Each of these actors has different roles and access rights. At the implementation stage of the system creation process using the android studio application, then the system is tested using the BlackBox method. Based on the results of system tests that have been carried out obtaining good results or in other words the system can run as expected.",https://journal.ceddi.id/index.php/jst/article/download/23/17,
0,"Xinyu Dong, Yining He, Suwei Wang, Xinyi Zhang",Blockchain Rental Platform for College Students Driven by Reward and Punishment Mechanism,2022,BCP Business &amp; Management,Boya Century Publishing,https://doi.org/10.54691/bcpbm.v21i.1181,,252,2026-05-27 21:00:15,journal-article,10.54691/bcpbm.v21i.1181,2692-6156,,21,,82,93,0,0.00,0,4,4,"For those who are employed nowadays, the living environment largely affects the quality of work. In order to access employment opportunities in first-tier cities, renting an apartment has become a hot social issue for the new generation of youth, and therefore the development of the rental market has gradually become an important part of the economic development. In order to ensure the stable growth of China's market economy and a favorable employment environment for the new generation of Chinese talents, it is necessary to help the new youth group with insufficient social experience to avoid falling into the trap of rental agents and to match with suitable housing, this paper proposes a solution based on a blockchain rental platform driven by reward and punishment mechanisms for college students, focusing on the innovation of specific reward and punishment mechanisms, through the design of coin issuance mechanism, workload determination By designing key components such as coin issuance mechanism, workload determination mechanism, and reputation mechanism, combined with the design of personalized platform functional blocks for college students, the functional operation of this platform is envisioned based on smart contracts, which fills the gap of blockchain renting for college students as well as the refinement of reward mechanism of blockchain renting platform. This design can be applied to build a practical scenario of a blockchain rental platform serving college students and promote the process of upgrading and transforming the traditional rental industry using blockchain technology.",http://bcpublication.org/index.php/BM/article/download/1181/1183,
0,"Kartik Buradkar, Santoshi Kori, Sakshi Ruikar, Vipul Galfat, Dipti Patil, Rajesh Nasare",Property Rental Management System,2022,International Journal of Computer Science and Mobile Computing,Zain Publications,https://doi.org/10.47760/ijcsmc.2022.v11i11.014,,298,2026-05-27 21:00:15,journal-article,10.47760/ijcsmc.2022.v11i11.014,2320-088X,,11,11,177,179,0,0.00,0,6,4,"A platform for administration via which an existing local firm can be transformed into an internet venture. Two components, one for the consumer application and one for the backend storage, make up the rental management system. A consumer portal called Cashing Flow is also available. This has been implemented to get around the recently enhanced rules pertaining to individual space concord. Regarding the technologies employed in this application, we made use of the most recent Google-introduced tools, the Flutter technology and the Dart language. Python and JS were used to create the front end and back end of the web software that is used in this application. Although there is a quick overview of the full project in the introduction, the specifications for which this ERP has been designed are listed. Information on the technology utilized to create this ERP model is provided after the same. According to the literature review, various papers were selected, and the details were then adjusted in accordance with this ERP advantage.",,
0,"Emi Sita Eriana, Afrizal Zein",IMPLEMENTASI METODE SCRUM DAN ANALISIS SWOT SEBAGAI STRATEGI FRAMEWORK CUSTOMER RELATIONSHIP MANAGEMENT(CRM) PADA PERUSAHAAN RENTAL MOBIL,2022,SAINSTECH: JURNAL PENELITIAN DAN PENGKAJIAN SAINS DAN TEKNOLOGI,Institut Sains dan Teknologi Nasional,https://doi.org/10.37277/stch.v31i2.1155,,549,2026-05-27 21:00:15,journal-article,10.37277/stch.v31i2.1155,2685-824X,,31,2,36,45,0,0.00,0,2,4,"The rapid competition of business, it is necessary to implement the right strategies to support its business processes, one of which is through customer relationship management, with the aim of creating customer loyalty. Loyalty is expected to be done, ranging from customers who are looking for information to finish getting the service. The application of Customer Relationship Management (CRM) is the right alternative solution to realize customer loyalty. Implement an e-CRM system by applying scrum methods and SWOT analysis. The SCRUM method is software that includes agile development that uses an object-oriented approach and includes planning, design, coding, and testing activities. Implementation of Scrum Modeling with three phases: pregame, scrum phase, post-game. After the application is evaluated with the SWOT method maximizes strengths and opportunities, but can simultaneously minimize weaknesses and threats, from the sprint process that has been completed reviewed, and changes are needed. Website-based e-CRM system application that facilitates customer service and mamou affects customer loyalty and can support business processes on S2 Trans Karawang service. Keywords: Customer Relationship Management (CRM), Business, Customer, SWOT Analysis, Information",http://45.112.125.202:84/index.php/sainstech/article/download/1155/769,
0,"Linda Apriyanti, Meidi Fransisca Siregar, Endi Gozali",SISTEM INFORMASI RENTAL KAMERA BERBASIS WEB (STUDI KASUS SC STUDIO),2022,Jurnal Teknologi Informasi dan Komunikasi,Sekolah Tinggi Manajemen Informatika & Komputer Bandung,https://doi.org/10.58761/jurtikstmikbandung.v12i2.174,,597,2026-05-27 21:00:15,journal-article,10.58761/jurtikstmikbandung.v12i2.174,2722-1482,,12,2,36,42,0,0.00,0,3,4,"Sistem informasi rental kamera adalah sistem yang digunakan untuk memasukkan data transaksi peminjaman kamera ke dalam basis data, sehingga meminimalkan kesalahan dalam penginputan dan memastikan pembuatan laporan yang akurat sesuai dengan data yang diharapkan. Selain fungsi input dan output data, sistem ini juga menyimpan data pelanggan. Dengan adanya sistem informasi ini, diharapkan dapat mengurangi risiko kehilangan data lama yang mungkin diperlukan kembali. Selain itu, sistem ini juga diharapkan dapat mempercepat proses input dan output, yang pada akhirnya akan membantu admin dan pelanggan. Metode penelitian dan pengembangan yang digunakan dalam penelitian ini adalah metode sekuensial linier, dimulai dari komunikasi, perencanaan, pemodelan, konstruksi, hingga implementasi.",https://journal.stmik-bandung.ac.id/index.php/jurnalIT/article/download/26/28,
0,"Providence Adu, Elizabeth C. Delmelle",Spatial Variations in Exclusionary Criteria from Online Rental Advertisements,2022,,Center for Open Science,https://doi.org/10.31235/osf.io/8g4sv,,635,2026-05-27 21:00:15,posted-content,10.31235/osf.io/8g4sv,,,,,,,0,0.00,0,2,4,"<p>While the Fair Housing Act prohibits discrimination in the rental housing market on the basis of race, color, or religion, there exist ample opportunities for landlords to restrict their rental units to individuals with various backgrounds using exclusionary screening practices. These criteria, such as minimum credit scores, criminal history, source of income, or prior evictions, for instance, are often correlated with race and thus hold the potential to perpetuate spatial patterns of racial and income segregation. In this article, we analyzed online rental listings from Zillow and Craigslist in a case study of Charlotte, North Carolina to examine the proliferation and spatial variation in exclusionary criteria by neighborhood race and income. Overall, we found criminal background, credit score, housing voucher, eviction, and minimum income restrictions to be greater in poorer and minority neighborhoods. However, when distinguishing by platform, we found the presence of corporate landlords, who did not advertise on Craigslist, to be a significant driver of these results. Corporate landlords represented nearly 60 percent of advertisements on Zillow and were more common in poorer and minority neighborhoods - they also systematically included nearly all restrictions. Craigslist, by contrast, had fewer criteria that correlated with race and income.</p>",,
0,"Linda Apriyanti, Meidi Fransisca Siregar, Endi Gozali",SISTEM INFORMASI RENTAL KAMERA BERBASIS WEB (STUDI KASUS SC STUDIO),2022,Jurnal Teknologi Informasi dan Komunikasi,Sekolah Tinggi Manajemen Informatika & Komputer Bandung,https://doi.org/10.58761/jurtikstmikbandung.v11i2.174,,654,2026-05-27 21:00:15,journal-article,10.58761/jurtikstmikbandung.v11i2.174,2722-1482,,11,2,36,42,0,0.00,0,3,4,"Sistem informasi rental kamera adalah sistem yang digunakan untuk memasukkan data transaksi peminjaman kamera ke dalam basis data, sehingga meminimalkan kesalahan dalam penginputan dan memastikan pembuatan laporan yang akurat sesuai dengan data yang diharapkan. Selain fungsi input dan output data, sistem ini juga menyimpan data pelanggan. Dengan adanya sistem informasi ini, diharapkan dapat mengurangi risiko kehilangan data lama yang mungkin diperlukan kembali. Selain itu, sistem ini juga diharapkan dapat mempercepat proses input dan output, yang pada akhirnya akan membantu admin dan pelanggan. Metode penelitian dan pengembangan yang digunakan dalam penelitian ini adalah metode sekuensial linier, dimulai dari komunikasi, perencanaan, pemodelan, konstruksi, hingga implementasi.",https://journal.stmik-bandung.ac.id/index.php/jurnalIT/article/download/26/28,
53,"Maomao Chi, Meiyu Pan, Rui Huang",Examining the direct and interaction effects of picture color cues and textual cues related to color on accommodation-sharing platform rental purchase,2021,International Journal of Hospitality Management,Elsevier BV,https://doi.org/10.1016/j.ijhm.2021.103066,,578,2026-05-27 21:00:15,journal-article,10.1016/j.ijhm.2021.103066,0278-4319,,99,,103066,103066,53,10.60,18,3,5,,https://api.elsevier.com/content/article/PII:S0278431921002097,
42,"Yuanyuan Chen, Yuxin Huang, Chuan Hoo Tan",Short-term rental and its regulations on the home-sharing platform,2021,Information &amp; Management,Elsevier BV,https://doi.org/10.1016/j.im.2020.103322,,117,2026-05-27 21:00:15,journal-article,10.1016/j.im.2020.103322,0378-7206,,58,3,103322,103322,42,8.40,14,3,5,,https://api.elsevier.com/content/article/PII:S037872062030255X,
3,"Appau Williams Miller, Fauster Agbenyo, Royal Mabakeng Menare",Tenant management under COVID-19 pandemic season among informal settlement rental housing in Ghana,2021,"Housing, Care and Support",Emerald,https://doi.org/10.1108/hcs-02-2021-0005,,629,2026-05-27 21:00:15,journal-article,10.1108/hcs-02-2021-0005,1460-8790,,24,1,26,38,3,0.60,1,3,5,"Purpose: The purpose of this study is to evaluate the roles of landlords in tenant management during COVID-19 pandemic season among informal settlement neighbourhoods in urban Ghana. Design/methodology/approach: This study used a mixed methods research approach and foregrounds the discussions of the results with the social roles theory. Using the quota sampling procedure, this study used 467 semi-structured interviews of tenants from five old informal settlement neighbourhoods in urban Ghana. This study adopted the thematic analytical technique in the results section. Findings: This study uncovered that landlords perform a gate-keeping social relationship role in ensuring tenant safety during the COVID-19 pandemic season through the provision of security, care and support, discipline, hard work, morale building to accountability. However, this study found that most landlords do not provide tenancy agreements to tenants which strained some social relationships in tenant management. Originality/value: The application of social roles theory in this study provides a cutting-edge approach to the study of welfare of tenants living in informal settlement housing units during periods of pandemic. This study practically provides a participatory approach to analysing and discussing the roles of landlords in tenant management and proffering solutions for formalisation of these roles in housing policies in Ghana.",https://www.emerald.com/insight/content/doi/10.1108/HCS-02-2021-0005/full/html,
1,"Zhang Yang, Wang Zhiruo, Chen Chang, Dang Xiaoyi, Wu Chengliang, Ning Yanjie",Impact of Web Page House Listing Cues on Internet Rental,2021,Applied Mathematics and Nonlinear Sciences,Walter de Gruyter GmbH,https://doi.org/10.2478/amns.2021.2.00021,,87,2026-05-27 21:00:15,journal-article,10.2478/amns.2021.2.00021,2444-8656,,6,2,483,498,1,0.20,0,6,5,"Abstract: Based on a questionnaire survey combining the stimulus-organism-response (S-O-R) theory with the cues theory, this paper establishes hypotheses and uses partial least squares structural equation modelling (PLS-SEM) to study and analyse the impact of web page house listing cues on Internet rental from the perspective of users. The results indicate that: (1) the relevant cues of Internet renting platforms are effective and worthy of attention, (2) the subjective arousal of the tenants triggers their behavioural changes to a large extent, and (3) the sensitivity of the tenants’ behavioural approaches to their feelings is greater than their purchasing intentions. In the context of the rapid development of the online market, understanding the user's response to target information is essential to promote the optimisation of the Internet rental platform, to improve the efficiency of online housing selection, and to encourage healthy development of the rental housing market.",https://www.sciendo.com/pdf/10.2478/amns.2021.2.00021,
0,"Muhamad Farhan, Maria Cleopatra, Diyan Parwatiningtyas",PERANCANGAN SISTEM INFORMASI APLIKASI RENTAL MOTOR PADA JOGJA24 RENT GROUP MENGGUNAKAN JAVA DAN MYSQL,2021,"Journal of Information System, Applied, Management, Accounting and Research",Sekolah Tinggi Manajemen Informatika dan Komputer Jayakarta,https://doi.org/10.52362/jisamar.v5i1.356,,483,2026-05-27 21:00:15,journal-article,10.52362/jisamar.v5i1.356,2598-8719,,5,1,161,161,0,0.00,0,3,5,"Ilmu pengetahuan dan teknologi dapat membantu pekerjaan manusia dengan mudah. Hampir semua pekerjaan dapat dibantu oleh teknologi yang diciptakan oleh manusia sehingga dapat mengefisienkan waktu,tenaga,dan biaya. Salah satu yang terkena dampak perkembangan teknologi informasi adalah Jogja24 Rent Group. Pada kajian ini, perancangan sistem informasi aplikasi rental motor pada Jogja24 Rent Group menggunakan Java dan MySQL bertugas untuk mengolah data seperti penginputan data pelanggan, data petugas, data motor, data rental dan pengembalian, serta laporan-laporan yang dibutuhkan setiap bulannya. Tujuan penelitian ini adalah untuk mempermudah proses input data sehingga mempermudah petugas dalam melakukan proses pengolahan data, memperkecil terjadinya kesalahan dan informasi yang dihasilkan agar lebih akurat. Metode penelitian yang digunakan adalah metode observasi dan pendekatan grounded theory. Hasil dari penelitian ini berupa sistem informasi aplikasi rental motor yang dapat membantu Jogja24 Rent Group dalam menerapkan sistem yang lebih modern dan dapat mempermudah pengelolaan rental motor. Science and technology can help human work with ease. Almost all jobs can be assisted by technology that is created by humans so that it can save time, effort and costs. One of those affected by the development of information technology is the Jogja24 Rent Group. In this study, the design of a motorbike rental application information system at Jogja24 Rent Group using Java and MySQL is tasked with processing data such as inputting customer data, staff data, motorbike data, rental and return data, as well as reports needed every month. The purpose of this research is to simplify the data input process so that it makes it easier for officers to process data, minimize errors and make the resulting information more accurate. The research method used is the method of observation and grounded theory approach. The result of this research is a motorbike rental application information system that can help Jogja24 Rent Group in implementing a more modern system and can simplify the management of motorbike rental.",http://journal.stmikjayakarta.ac.id/index.php/jisamar/article/download/356/256,
0,"Christine Yolanda Siahaan, Carolina Sembiring",FACTORS AFFECTING CONSUMERS IN BUYING A HOUSE AT GRIYA SRIMAHI INDAH BEKASI UTARA,2021,Fundamental Management Journal,UKI Press,https://doi.org/10.33541/fjm.v6i1p.2833,,729,2026-05-27 21:00:15,journal-article,10.33541/fjm.v6i1p.2833,2540-9220,,6,1,54,72,0,0.00,0,2,5,"This study aims to determine the effectqof price,qlocation andqbuilding on theqdecision toqbuy a house in Griya Srimahi Indah Housing, Bekasi Utara. The data source used is primary data obtained through distributing questionnaires to 75 respondents, while secondary data is obtained through literature studies from the housing sector by searching for data via the internet related to this research. The research method used in this research is quantitative analysis techniques. While the data analysis used SPSS 22, Classical Assumption Test, Multiple Linear Aggression and Hypothesis Test to test the data statistically. Throughqthis researchqit is knownqthat the questionnaire data isqdeclared valid because r count> r table, that is, each r count> 0.2272. Likewise, the questionnaire data was also declared reliable because Cronbach's alpha> 0.60, namely 0.941> 0.60. The conclusion of this study is that the price factor partially does not have a significant effect on the purchasing decisions of residents of Griya Srimahi Indah Housing. While the location and building partially have a significant effect on the purchasing decisions of residents of Griya Srimahi Indah Housing. The price, location and building factors simultaneously have a significant effect on the purchasing decisions of residents of Griya Srimahi Indah housing. The location variable is the variable that has the most dominant influence on the purchasing decisions of residents of Griya Srimahi Indah Housing. Theqcoefficient ofqdetermination (Adjusted RqSquare) is 0.922. This meansqthat 92.2% ofqpurchasing decisionsqcan be explainedqby price, location andqbuilding variables. Whileqthe remaining 7.8% isqexplained byqother factors or variablesqwhich are notqexamined inqthis thesis. The suggestion that the authors can give is that housing developers need to increase the application of prices in housing marketing, if you want to create purchase decisions and can generate profits for both the company and for residential consumers. Housing developers need to add several facilities that can provide added value to the residence, such as a children's playground, land to build a minimarket or do greening in the Griya Srimahi Indah housing area. It is necessary to study other factors that can influence purchasing decisions, because by knowing the many factors that can influence purchasing decisions, developers will be better able to carry out housing development in accordance with market demand. Keywords: price, location, building and buying decision.",http://ejournal.uki.ac.id/index.php/jm/article/download/2833/1801,
